Season,Date,Team1,Team2,Home,Team1Pts,Team2Pts,Team1PtDiff,Team2PtDiff,Team1TM,Team2TM,Team1Rating,Team2Rating,Team1Y/P,Team2Y/P,Team1DY/P,Team2DY/P,Team1ToP,Team2ToP,Team1Sks,Team2Sks,Team1SkYds,Team2SkYds,Team1RushAtt,Team2RushAtt,Team1RushYds,Team2RushYds,Team1PYM,Team2PYM,Team1RYM,Team2RYM,Team1YM,Team2YM,Team1Won
2023,2023-10-22,ATL,TAM,1,16,13.0,3,-3.0,-1,1.0,107.1,81.0,6.27,5.06,5.06,6.27,1799,1801.0,1,3.0,5,19.0,38,20.0,156,73.0,-11,11.0,83,-83.0,-14,14.0,1
2023,2023-10-22,TAM,ATL,0,13,16.0,-3,3.0,1,-1.0,81.0,107.1,5.06,6.27,6.27,5.06,1801,1799.0,3,1.0,19,5.0,20,38.0,73,156.0,11,-11.0,-83,83.0,14,-14.0,0
2023,2023-10-19,JAX,NOR,1,31,24.0,7,-7.0,-1,1.0,101.7,73.4,5.89,4.68,4.68,5.89,1430,2170.0,0,1.0,0,6.0,26,31.0,113,112.0,-78,78.0,1,-1.0,-6,6.0,1
2023,2023-10-19,NOR,JAX,0,24,31.0,-7,7.0,1,-1.0,73.4,101.7,4.68,5.89,5.89,4.68,2170,1430.0,1,0.0,6,0.0,31,26.0,112,113.0,78,-78.0,-1,1.0,6,-6.0,0
2023,2023-10-16,DAL,LAC,1,20,17.0,3,-3.0,0,0.0,109.3,84.0,5.61,4.46,4.46,5.61,1792,1808.0,5,1.0,26,8.0,26,23.0,96,53.0,27,-27.0,43,-43.0,18,-18.0,1
2023,2023-10-16,LAC,DAL,0,17,20.0,-3,3.0,0,0.0,84.0,109.3,4.46,5.61,5.61,4.46,1808,1792.0,1,5.0,8,26.0,23,26.0,53,96.0,-27,27.0,-43,43.0,-18,18.0,0
2023,2023-10-15,ATL,WAS,0,16,24.0,-8,8.0,-3,3.0,66.5,119.7,5.09,3.86,3.86,5.09,2183,1417.0,3,5.0,11,30.0,29,22.0,106,72.0,175,-175.0,34,-34.0,-19,19.0,0
2023,2023-10-15,WAS,ATL,1,24,16.0,8,-8.0,3,-3.0,119.7,66.5,3.86,5.09,5.09,3.86,1417,2183.0,5,3.0,30,11.0,22,29.0,72,106.0,-175,175.0,-34,34.0,19,-19.0,1
2023,2023-10-15,BUF,NYG,0,14,9.0,5,-5.0,-2,2.0,86.7,80.8,5.03,4.34,4.34,5.03,1716,1884.0,0,3.0,0,15.0,29,34.0,128,132.0,-16,16.0,-4,4.0,-15,15.0,1
2023,2023-10-15,NYG,BUF,1,9,14.0,-5,5.0,2,-2.0,80.8,86.7,4.34,5.03,5.03,4.34,1884,1716.0,3,0.0,15,0.0,34,29.0,132,128.0,16,-16.0,4,-4.0,15,-15.0,0
2023,2023-10-15,CHI,MIN,0,13,19.0,-6,6.0,-2,2.0,47.4,93.6,4.23,4.0,4.0,4.23,2111,1489.0,5,2.0,28,7.0,36,22.0,162,46.0,-61,61.0,116,-116.0,21,-21.0,0
2023,2023-10-15,MIN,CHI,1,19,13.0,6,-6.0,2,-2.0,93.6,47.4,4.0,4.23,4.23,4.0,1489,2111.0,2,5.0,7,28.0,22,36.0,46,162.0,61,-61.0,-116,116.0,-21,21.0,1
2023,2023-10-15,CIN,SEA,0,17,13.0,4,-4.0,1,-1.0,88.4,69.8,4.04,5.49,5.49,4.04,1559,2041.0,3,4.0,17,29.0,15,25.0,46,87.0,-129,129.0,-41,41.0,-12,12.0,1
2023,2023-10-15,SEA,CIN,1,13,17.0,-4,4.0,-1,1.0,69.8,88.4,5.49,4.04,4.04,5.49,2041,1559.0,4,3.0,29,17.0,25,15.0,87,46.0,129,-129.0,41,-41.0,12,-12.0,0
2023,2023-10-15,CLE,SFO,0,19,17.0,2,-2.0,-1,1.0,45.2,55.3,4.77,3.91,3.91,4.77,1983,1617.0,2,3.0,18,18.0,34,25.0,160,108.0,67,-67.0,52,-52.0,0,0.0,1
2023,2023-10-15,SFO,CLE,1,17,19.0,-2,2.0,1,-1.0,55.3,45.2,3.91,4.77,4.77,3.91,1617,1983.0,3,2.0,18,18.0,25,34.0,108,160.0,-67,67.0,-52,52.0,0,0.0,0
2023,2023-10-15,HOU,NOR,0,20,13.0,7,-7.0,1,-1.0,82.2,83.5,4.95,5.51,5.51,4.95,1707,1893.0,2,2.0,22,16.0,31,25.0,120,89.0,-164,164.0,31,-31.0,6,-6.0,1
2023,2023-10-15,NOR,HOU,1,13,20.0,-7,7.0,-1,1.0,83.5,82.2,5.51,4.95,4.95,5.51,1893,1707.0,2,2.0,16,22.0,25,31.0,89,120.0,164,-164.0,-31,31.0,-6,6.0,0
2023,2023-10-15,IND,JAX,1,20,37.0,-17,17.0,-3,3.0,60.3,91.1,4.72,3.76,3.76,4.72,1879,1721.0,3,3.0,19,33.0,17,29.0,44,85.0,162,-162.0,-41,41.0,-14,14.0,0
2023,2023-10-15,JAX,IND,0,37,20.0,17,-17.0,3,-3.0,91.1,60.3,3.76,4.72,4.72,3.76,1721,1879.0,3,3.0,33,19.0,29,17.0,85,44.0,-162,162.0,41,-41.0,14,-14.0,1
2023,2023-10-15,CAR,MIA,1,21,42.0,-21,21.0,1,-1.0,85.8,109.1,4.35,6.52,6.52,4.35,1844,1756.0,4,0.0,36,0.0,25,33.0,108,162.0,-74,74.0,-54,54.0,36,-36.0,0
2023,2023-10-15,MIA,CAR,0,42,21.0,21,-21.0,-1,1.0,109.1,85.8,6.52,4.35,4.35,6.52,1756,1844.0,0,4.0,0,36.0,33,25.0,162,108.0,74,-74.0,54,-54.0,-36,36.0,1
2023,2023-10-15,NYJ,PHI,0,20,14.0,6,-6.0,4,-4.0,73.5,59.5,4.14,5.04,5.04,4.14,1756,1844.0,5,2.0,31,12.0,21,22.0,89,80.0,-113,113.0,9,-9.0,19,-19.0,1
2023,2023-10-15,PHI,NYJ,1,14,20.0,-6,6.0,-4,4.0,59.5,73.5,5.04,4.14,4.14,5.04,1844,1756.0,2,5.0,12,31.0,22,21.0,80,89.0,113,-113.0,-9,9.0,-19,19.0,0
2023,2023-10-15,TEN,BAL,0,16,24.0,-8,8.0,-1,1.0,59.6,88.6,5.07,5.14,5.14,5.07,1458,2142.0,6,1.0,46,2.0,19,39.0,129,139.0,-117,117.0,-10,10.0,44,-44.0,0
2023,2023-10-15,BAL,TEN,1,24,16.0,8,-8.0,1,-1.0,88.6,59.6,5.14,5.07,5.07,5.14,2142,1458.0,1,6.0,2,46.0,39,19.0,139,129.0,117,-117.0,10,-10.0,-44,44.0,1
2023,2023-10-15,NWE,LVR,1,17,21.0,-4,4.0,0,0.0,75.3,85.9,4.63,5.35,5.35,4.63,1668,1932.0,4,0.0,24,0.0,19,33.0,83,84.0,-88,88.0,-1,1.0,24,-24.0,0
2023,2023-10-15,LVR,NWE,0,21,17.0,4,-4.0,0,0.0,85.9,75.3,5.35,4.63,4.63,5.35,1932,1668.0,0,4.0,0,24.0,33,19.0,84,83.0,88,-88.0,1,-1.0,-24,24.0,1
2023,2023-10-15,ARI,LAR,1,9,26.0,-17,17.0,-1,1.0,58.5,107.3,4.73,6.95,6.95,4.73,1830,1770.0,2,3.0,20,23.0,30,28.0,130,179.0,12,-12.0,-49,49.0,-3,3.0,0
2023,2023-10-15,LAR,ARI,0,26,9.0,17,-17.0,1,-1.0,107.3,58.5,6.95,4.73,4.73,6.95,1770,1830.0,3,2.0,23,20.0,28,30.0,179,130.0,-12,12.0,49,-49.0,3,-3.0,1
2023,2023-10-15,DET,TAM,1,20,6.0,14,-14.0,1,-1.0,107.5,56.8,5.51,4.65,4.65,5.51,2190,1410.0,3,1.0,13,1.0,22,16.0,40,46.0,135,-135.0,-6,6.0,12,-12.0,1
2023,2023-10-15,TAM,DET,0,6,20.0,-14,14.0,-1,1.0,56.8,107.5,4.65,5.51,5.51,4.65,1410,2190.0,1,3.0,1,13.0,16,22.0,46,40.0,-135,135.0,6,-6.0,-12,12.0,0
2023,2023-10-12,DEN,KAN,1,8,19.0,-11,11.0,-2,2.0,46.6,92.1,4.02,5.56,5.56,4.02,1451,2149.0,4,2.0,13,13.0,23,27.0,115,96.0,-211,211.0,19,-19.0,0,0.0,0
2023,2023-10-12,KAN,DEN,0,19,8.0,11,-11.0,2,-2.0,92.1,46.6,5.56,4.02,4.02,5.56,2149,1451.0,2,4.0,13,13.0,27,23.0,96,115.0,211,-211.0,-19,19.0,0,0.0,1
2023,2023-10-09,GNB,LVR,1,13,17.0,-4,4.0,-2,2.0,32.2,86.5,5.0,4.36,4.36,5.0,1646,1954.0,2,4.0,7,25.0,25,29.0,110,96.0,-8,8.0,14,-14.0,-18,18.0,0
2023,2023-10-09,LVR,GNB,0,17,13.0,4,-4.0,2,-2.0,86.5,32.2,4.36,5.0,5.0,4.36,1954,1646.0,4,2.0,25,7.0,29,25.0,96,110.0,8,-8.0,-14,14.0,18,-18.0,1
2023,2023-10-08,ATL,HOU,0,21,19.0,2,-2.0,-2,2.0,112.9,88.9,6.04,5.4,5.4,6.04,2132,1468.0,0,0.0,0,0.0,36,23.0,96,64.0,102,-102.0,32,-32.0,0,0.0,1
2023,2023-10-08,HOU,ATL,1,19,21.0,-2,2.0,2,-2.0,88.9,112.9,5.4,6.04,6.04,5.4,1468,2132.0,0,0.0,0,0.0,23,36.0,64,96.0,-102,102.0,-32,32.0,0,0.0,0
2023,2023-10-08,BUF,JAX,0,20,25.0,-5,5.0,0,0.0,102.0,102.9,7.19,5.78,5.78,7.19,1308,2292.0,0,5.0,0,37.0,14,40.0,29,196.0,81,-81.0,-167,167.0,-37,37.0,0
2023,2023-10-08,JAX,BUF,1,25,20.0,5,-5.0,0,0.0,102.9,102.0,5.78,7.19,7.19,5.78,2292,1308.0,5,0.0,37,0.0,40,14.0,196,29.0,-81,81.0,167,-167.0,37,-37.0,1
2023,2023-10-08,IND,TEN,0,23,16.0,7,-7.0,1,-1.0,106.7,76.4,7.03,6.0,6.0,7.03,1863,1737.0,1,1.0,17,5.0,34,22.0,193,89.0,-23,23.0,104,-104.0,12,-12.0,1
2023,2023-10-08,TEN,IND,1,16,23.0,-7,7.0,-1,1.0,76.4,106.7,6.0,7.03,7.03,6.0,1737,1863.0,1,1.0,5,17.0,22,34.0,89,193.0,23,-23.0,-104,104.0,-12,12.0,0
2023,2023-10-08,CIN,ARI,1,34,20.0,14,-14.0,2,-2.0,108.1,57.6,4.81,5.16,5.16,4.81,2290,1310.0,3,3.0,30,14.0,30,22.0,93,142.0,135,-135.0,-49,49.0,16,-16.0,1
2023,2023-10-08,ARI,CIN,0,20,34.0,-14,14.0,-2,2.0,57.6,108.1,5.16,4.81,4.81,5.16,1310,2290.0,3,3.0,14,30.0,22,30.0,142,93.0,-135,135.0,49,-49.0,-16,16.0,0
2023,2023-10-08,DEN,NYJ,0,21,31.0,-10,10.0,-1,1.0,103.7,78.8,5.4,6.56,6.56,5.4,1524,2076.0,4,4.0,27,26.0,22,32.0,139,234.0,-4,4.0,-95,95.0,1,-1.0,0
2023,2023-10-08,NYJ,DEN,1,31,21.0,10,-10.0,1,-1.0,78.8,103.7,6.56,5.4,5.4,6.56,2076,1524.0,4,4.0,26,27.0,32,22.0,234,139.0,4,-4.0,95,-95.0,-1,1.0,1
2023,2023-10-08,CAR,DET,1,24,42.0,-18,18.0,-3,3.0,82.1,132.4,5.26,6.28,6.28,5.26,1725,1875.0,1,2.0,4,18.0,23,30.0,99,159.0,25,-25.0,-60,60.0,-14,14.0,0
2023,2023-10-08,DET,CAR,0,42,24.0,18,-18.0,3,-3.0,132.4,82.1,6.28,5.26,5.26,6.28,1875,1725.0,2,1.0,18,4.0,30,23.0,159,99.0,-25,25.0,60,-60.0,14,-14.0,1
2023,2023-10-08,MIA,NYG,0,31,16.0,15,-15.0,-3,3.0,100.4,88.7,9.7,3.94,3.94,9.7,1441,2159.0,1,7.0,6,22.0,23,29.0,222,85.0,119,-119.0,137,-137.0,-16,16.0,1
2023,2023-10-08,NYG,MIA,1,16,31.0,-15,15.0,3,-3.0,88.7,100.4,3.94,9.7,9.7,3.94,2159,1441.0,7,1.0,22,6.0,29,23.0,85,222.0,-119,119.0,-137,137.0,16,-16.0,0
2023,2023-10-08,KAN,MIN,1,27,20.0,7,-7.0,1,-1.0,109.9,92.9,5.2,4.84,4.84,5.2,1919,1681.0,2,3.0,15,25.0,21,18.0,67,70.0,7,-7.0,-3,3.0,-10,10.0,1
2023,2023-10-08,MIN,KAN,0,20,27.0,-7,7.0,-1,1.0,92.9,109.9,4.84,5.2,5.2,4.84,1681,1919.0,3,2.0,25,15.0,18,21.0,70,67.0,-7,7.0,3,-3.0,10,-10.0,0
2023,2023-10-08,NOR,NWE,1,34,0.0,34,-34.0,3,-3.0,114.7,33.3,4.34,3.06,3.06,4.34,2374,1226.0,2,2.0,15,21.0,42,18.0,136,45.0,57,-57.0,91,-91.0,-6,6.0,1
2023,2023-10-08,NWE,NOR,0,0,34.0,-34,34.0,-3,3.0,33.3,114.7,3.06,4.34,4.34,3.06,1226,2374.0,2,2.0,21,15.0,18,42.0,45,136.0,-57,57.0,-91,91.0,6,-6.0,0
2023,2023-10-08,PIT,BAL,0,17,10.0,7,-7.0,2,-2.0,88.5,65.2,4.45,5.0,5.0,4.45,1786,1814.0,3,4.0,22,26.0,30,25.0,87,125.0,-8,8.0,-38,38.0,-4,4.0,1
2023,2023-10-08,BAL,PIT,1,10,17.0,-7,7.0,-2,2.0,65.2,88.5,5.0,4.45,4.45,5.0,1814,1786.0,4,3.0,26,22.0,25,30.0,125,87.0,8,-8.0,38,-38.0,4,-4.0,0
2023,2023-10-08,PHI,LAR,1,23,14.0,9,-9.0,-1,1.0,87.9,92.4,5.82,4.53,4.53,5.82,2275,1325.0,1,4.0,8,27.0,39,14.0,159,54.0,100,-100.0,105,-105.0,-19,19.0,1
2023,2023-10-08,LAR,PHI,0,14,23.0,-9,9.0,1,-1.0,92.4,87.9,4.53,5.82,5.82,4.53,1325,2275.0,4,1.0,27,8.0,14,39.0,54,159.0,-100,100.0,-105,105.0,19,-19.0,0
2023,2023-10-08,DAL,SFO,1,10,42.0,-32,32.0,-3,3.0,52.4,143.8,4.02,6.28,6.28,4.02,1375,2225.0,4,1.0,21,2.0,19,41.0,57,170.0,-111,111.0,-113,113.0,19,-19.0,0
2023,2023-10-08,SFO,DAL,0,42,10.0,32,-32.0,3,-3.0,143.8,52.4,6.28,4.02,4.02,6.28,2225,1375.0,1,4.0,2,21.0,41,19.0,170,57.0,111,-111.0,113,-113.0,-19,19.0,1
2023,2023-10-05,CHI,WAS,1,40,20.0,20,-20.0,2,-2.0,125.3,99.1,7.05,5.88,5.88,7.05,1804,1796.0,3,5.0,9,29.0,32,10.0,178,29.0,-86,86.0,149,-149.0,-20,20.0,1
2023,2023-10-05,WAS,CHI,0,20,40.0,-20,20.0,-2,2.0,99.1,125.3,5.88,7.05,7.05,5.88,1796,1804.0,5,3.0,29,9.0,10,32.0,29,178.0,86,-86.0,-149,149.0,20,-20.0,0
2023,2023-10-02,NYG,SEA,0,3,24.0,-21,21.0,-3,3.0,67.0,90.7,3.35,5.51,5.51,3.35,2160,1440.0,11,2.0,67,13.0,29,23.0,112,121.0,-24,24.0,-9,9.0,54,-54.0,0
2023,2023-10-02,SEA,NYG,1,24,3.0,21,-21.0,3,-3.0,90.7,67.0,5.51,3.35,3.35,5.51,1440,2160.0,2,11.0,13,67.0,23,29.0,121,112.0,24,-24.0,9,-9.0,-54,54.0,1
2023,2023-10-01,BUF,MIA,0,48,20.0,28,-28.0,2,-2.0,158.3,92.8,7.39,6.78,6.78,7.39,1822,1778.0,2,4.0,10,31.0,29,19.0,104,142.0,59,-59.0,-38,38.0,-21,21.0,1
2023,2023-10-01,MIA,BUF,1,20,48.0,-28,28.0,-2,2.0,92.8,158.3,6.78,7.39,7.39,6.78,1778,1822.0,4,2.0,31,10.0,19,29.0,142,104.0,-59,59.0,38,-38.0,21,-21.0,0
2023,2023-10-01,CAR,MIN,0,13,21.0,-8,8.0,1,-1.0,93.2,80.7,3.41,6.02,6.02,3.41,2309,1291.0,5,2.0,55,9.0,31,23.0,83,135.0,19,-19.0,-52,52.0,46,-46.0,0
2023,2023-10-01,MIN,CAR,1,21,13.0,8,-8.0,-1,1.0,80.7,93.2,6.02,3.41,3.41,6.02,1291,2309.0,2,5.0,9,55.0,23,31.0,135,83.0,-19,19.0,52,-52.0,-46,46.0,1
2023,2023-10-01,CHI,DEN,0,28,31.0,-3,3.0,-2,2.0,132.7,133.5,6.73,6.48,6.48,6.73,2029,1571.0,4,1.0,35,9.0,31,19.0,171,97.0,86,-86.0,74,-74.0,26,-26.0,0
2023,2023-10-01,DEN,CHI,1,31,28.0,3,-3.0,2,-2.0,133.5,132.7,6.48,6.73,6.73,6.48,1571,2029.0,1,4.0,9,35.0,19,31.0,97,171.0,-86,86.0,-74,74.0,-26,26.0,1
2023,2023-10-01,CLE,BAL,0,3,28.0,-25,25.0,-2,2.0,25.3,142.5,2.55,5.38,5.38,2.55,1810,1790.0,4,3.0,48,21.0,25,33.0,93,131.0,-92,92.0,-38,38.0,27,-27.0,0
2023,2023-10-01,BAL,CLE,1,28,3.0,25,-25.0,2,-2.0,142.5,25.3,5.38,2.55,2.55,5.38,1790,1810.0,3,4.0,21,48.0,33,25.0,131,93.0,92,-92.0,38,-38.0,-27,27.0,1
2023,2023-10-01,IND,LAR,0,23,29.0,-6,6.0,0,0.0,98.7,89.5,5.67,5.99,5.99,5.67,1465,2386.0,2,2.0,4,16.0,31,36.0,133,164.0,-107,107.0,-31,31.0,-12,12.0,0
2023,2023-10-01,LAR,IND,1,29,23.0,6,-6.0,0,0.0,89.5,98.7,5.99,5.67,5.67,5.99,2386,1465.0,2,2.0,16,4.0,36,31.0,164,133.0,107,-107.0,31,-31.0,12,-12.0,1
2023,2023-10-01,DAL,NWE,0,38,3.0,35,-35.0,3,-3.0,108.4,47.5,5.46,4.6,4.6,5.46,2109,1491.0,3,2.0,28,7.0,30,23.0,124,53.0,53,-53.0,71,-71.0,21,-21.0,1
2023,2023-10-01,NWE,DAL,1,3,38.0,-35,35.0,-3,3.0,47.5,108.4,4.6,5.46,5.46,4.6,1491,2109.0,2,3.0,7,28.0,23,30.0,53,124.0,-53,53.0,-71,71.0,-21,21.0,0
2023,2023-10-01,HOU,PIT,0,30,6.0,24,-24.0,1,-1.0,122.0,60.4,6.54,4.02,4.02,6.54,1955,1645.0,0,3.0,0,21.0,38,25.0,139,114.0,201,-201.0,25,-25.0,-21,21.0,1
2023,2023-10-01,PIT,HOU,1,6,30.0,-24,24.0,-1,1.0,60.4,122.0,4.02,6.54,6.54,4.02,1645,1955.0,3,0.0,21,0.0,25,38.0,114,139.0,-201,201.0,-25,25.0,21,-21.0,0
2023,2023-10-01,ATL,JAX,1,7,23.0,-16,16.0,-3,3.0,62.7,105.8,5.04,4.69,4.69,5.04,1629,1971.0,4,2.0,31,12.0,22,32.0,127,105.0,-35,35.0,22,-22.0,19,-19.0,0
2023,2023-10-01,JAX,ATL,0,23,7.0,16,-16.0,3,-3.0,105.8,62.7,4.69,5.04,5.04,4.69,1971,1629.0,2,4.0,12,31.0,32,22.0,105,127.0,35,-35.0,-22,22.0,-19,19.0,1
2023,2023-10-01,NOR,TAM,0,9,26.0,-17,17.0,-2,2.0,57.6,114.0,3.23,5.27,5.27,3.23,1729,1871.0,3,1.0,13,7.0,19,33.0,70,114.0,-112,112.0,-44,44.0,6,-6.0,0
2023,2023-10-01,TAM,NOR,1,26,9.0,17,-17.0,2,-2.0,114.0,57.6,5.27,3.23,3.23,5.27,1871,1729.0,1,3.0,7,13.0,33,19.0,114,70.0,112,-112.0,44,-44.0,-6,6.0,1
2023,2023-10-01,KAN,NYJ,1,23,20.0,3,-3.0,-1,1.0,63.6,105.2,6.08,5.89,5.89,6.08,1929,1671.0,1,2.0,6,17.0,35,16.0,204,108.0,-31,31.0,96,-96.0,-11,11.0,1
2023,2023-10-01,NYJ,KAN,0,20,23.0,-3,3.0,1,-1.0,105.2,63.6,5.89,6.08,6.08,5.89,1671,1929.0,2,1.0,17,6.0,16,35.0,108,204.0,31,-31.0,-96,96.0,11,-11.0,0
2023,2023-10-01,CIN,TEN,1,3,27.0,-24,24.0,0,0.0,80.6,111.4,4.14,6.45,6.45,4.14,1515,2085.0,3,3.0,26,15.0,18,33.0,72,173.0,-88,88.0,-101,101.0,11,-11.0,0
2023,2023-10-01,TEN,CIN,0,27,3.0,24,-24.0,0,0.0,111.4,80.6,6.45,4.14,4.14,6.45,2085,1515.0,3,3.0,15,26.0,33,18.0,173,72.0,88,-88.0,101,-101.0,-11,11.0,1
2023,2023-10-01,PHI,WAS,0,34,31.0,3,-3.0,0,0.0,112.3,98.6,6.19,4.93,4.93,6.19,1855,2107.0,3,5.0,8,32.0,27,28.0,104,107.0,53,-53.0,-3,3.0,-24,24.0,1
2023,2023-10-01,WAS,PHI,1,31,34.0,-3,3.0,0,0.0,98.6,112.3,4.93,6.19,6.19,4.93,2107,1855.0,5,3.0,32,8.0,28,27.0,107,104.0,-53,53.0,3,-3.0,24,-24.0,0
2023,2023-10-01,LVR,LAC,1,17,24.0,-7,7.0,-2,2.0,68.1,72.7,3.83,4.84,4.84,3.83,1971,1629.0,7,2.0,50,17.0,23,37.0,76,155.0,38,-38.0,-79,79.0,33,-33.0,0
2023,2023-10-01,LAC,LVR,0,24,17.0,7,-7.0,2,-2.0,72.7,68.1,4.84,3.83,3.83,4.84,1629,1971.0,2,7.0,17,50.0,37,23.0,155,76.0,-38,38.0,79,-79.0,-33,33.0,1
2023,2023-10-01,ARI,SFO,1,16,35.0,-19,19.0,0,0.0,102.2,134.6,5.4,7.45,7.45,5.4,1846,1754.0,1,1.0,8,12.0,25,31.0,105,124.0,-14,14.0,-19,19.0,-4,4.0,0
2023,2023-10-01,SFO,ARI,0,35,16.0,19,-19.0,0,0.0,134.6,102.2,7.45,5.4,5.4,7.45,1754,1846.0,1,1.0,12,8.0,31,25.0,124,105.0,14,-14.0,19,-19.0,4,-4.0,1
2023,2023-09-28,DET,GNB,1,34,20.0,14,-14.0,1,-1.0,86.9,69.9,5.49,4.34,4.34,5.49,2278,1322.0,2,5.0,20,43.0,43,12.0,211,27.0,-13,13.0,184,-184.0,-23,23.0,1
2023,2023-09-28,GNB,DET,0,20,34.0,-14,14.0,-1,1.0,69.9,86.9,4.34,5.49,5.49,4.34,1322,2278.0,5,2.0,43,20.0,12,43.0,27,211.0,13,-13.0,-184,184.0,23,-23.0,0
2023,2023-09-25,CIN,LAR,0,19,16.0,3,-3.0,1,-1.0,59.8,66.4,4.18,5.62,5.62,4.18,2160,1440.0,2,6.0,17,48.0,23,13.0,67,71.0,21,-21.0,-4,4.0,-31,31.0,1
2023,2023-09-25,LAR,CIN,1,16,19.0,-3,3.0,-1,1.0,66.4,59.8,5.62,4.18,4.18,5.62,1440,2160.0,6,2.0,48,17.0,13,23.0,71,67.0,-21,21.0,4,-4.0,31,-31.0,0
2023,2023-09-25,PHI,TAM,1,25,11.0,14,-14.0,0,0.0,71.6,73.1,6.05,3.95,3.95,6.05,2335,1265.0,1,2.0,6,13.0,40,17.0,201,41.0,138,-138.0,160,-160.0,-7,7.0,1
2023,2023-09-25,TAM,PHI,0,11,25.0,-14,14.0,0,0.0,73.1,71.6,3.95,6.05,6.05,3.95,1265,2335.0,2,1.0,13,6.0,17,40.0,41,201.0,-138,138.0,-160,160.0,7,-7.0,0
2023,2023-09-24,CLE,TEN,0,27,3.0,24,-24.0,-1,1.0,123.4,62.7,5.09,2.09,2.09,5.09,2309,1291.0,3,5.0,26,36.0,31,15.0,78,26.0,195,-195.0,52,-52.0,-10,10.0,1
2023,2023-09-24,TEN,CLE,1,3,27.0,-24,24.0,1,-1.0,62.7,123.4,2.09,5.09,5.09,2.09,1291,2309.0,5,3.0,36,26.0,15,31.0,26,78.0,-195,195.0,-52,52.0,10,-10.0,0
2023,2023-09-24,ARI,DAL,0,28,16.0,12,-12.0,1,-1.0,120.0,78.0,7.55,5.55,5.55,7.55,1527,2073.0,2,2.0,11,18.0,30,33.0,222,185.0,-53,53.0,37,-37.0,-7,7.0,1
2023,2023-09-24,DAL,ARI,1,16,28.0,-12,12.0,-1,1.0,78.0,120.0,5.55,7.55,7.55,5.55,2073,1527.0,2,2.0,18,11.0,33,30.0,185,222.0,53,-53.0,-37,37.0,7,-7.0,0
2023,2023-09-24,ATL,DET,1,6,20.0,-14,14.0,0,0.0,70.2,85.8,2.82,5.59,5.59,2.82,1623,1977.0,7,0.0,62,0.0,20,31.0,44,115.0,-104,104.0,-71,71.0,62,-62.0,0
2023,2023-09-24,DET,ATL,0,20,6.0,14,-14.0,0,0.0,85.8,70.2,5.59,2.82,2.82,5.59,1977,1623.0,0,7.0,0,62.0,31,20.0,115,44.0,104,-104.0,71,-71.0,-62,62.0,1
2023,2023-09-24,GNB,NOR,0,18,17.0,1,-1.0,-1,1.0,66.4,93.3,4.79,4.2,4.2,4.79,1955,1645.0,1,4.0,14,29.0,26,22.0,95,77.0,70,-70.0,18,-18.0,-15,15.0,1
2023,2023-09-24,NOR,GNB,1,17,18.0,-1,1.0,1,-1.0,93.3,66.4,4.2,4.79,4.79,4.2,1645,1955.0,4,1.0,29,14.0,22,26.0,77,95.0,-70,70.0,-18,18.0,15,-15.0,0
2023,2023-09-24,HOU,JAX,1,37,17.0,20,-20.0,2,-2.0,118.7,86.2,6.54,5.86,5.86,6.54,1677,1923.0,0,0.0,0,0.0,26,27.0,86,116.0,-8,8.0,-30,30.0,0,0.0,1
2023,2023-09-24,JAX,HOU,0,17,37.0,-20,20.0,-2,2.0,86.2,118.7,5.86,6.54,6.54,5.86,1923,1677.0,0,0.0,0,0.0,27,26.0,116,86.0,8,-8.0,30,-30.0,0,0.0,0
2023,2023-09-24,CHI,KAN,1,10,41.0,-31,31.0,0,0.0,58.7,98.9,3.98,6.08,6.08,3.98,1427,2173.0,3,0.0,12,0.0,26,37.0,116,153.0,-216,216.0,-37,37.0,12,-12.0,0
2023,2023-09-24,KAN,CHI,0,41,10.0,31,-31.0,0,0.0,98.9,58.7,6.08,3.98,3.98,6.08,2173,1427.0,0,3.0,0,12.0,37,26.0,153,116.0,216,-216.0,37,-37.0,-12,12.0,1
2023,2023-09-24,DEN,MIA,1,20,70.0,-50,50.0,-3,3.0,83.9,158.3,6.15,10.23,10.23,6.15,1599,2001.0,1,0.0,12,0.0,20,43.0,69,350.0,-82,82.0,-281,281.0,12,-12.0,0
2023,2023-09-24,MIA,DEN,0,70,20.0,50,-50.0,3,-3.0,158.3,83.9,10.23,6.15,6.15,10.23,2001,1599.0,0,1.0,0,12.0,43,20.0,350,69.0,82,-82.0,281,-281.0,-12,12.0,1
2023,2023-09-24,MIN,LAC,0,24,28.0,-4,4.0,-1,1.0,97.7,133.9,6.09,7.42,7.42,6.09,1993,1607.0,4,1.0,22,9.0,24,15.0,130,30.0,-100,100.0,100,-100.0,13,-13.0,0
2023,2023-09-24,LAC,MIN,1,28,24.0,4,-4.0,1,-1.0,133.9,97.7,7.42,6.09,6.09,7.42,1607,1993.0,1,4.0,9,22.0,15,24.0,30,130.0,100,-100.0,-100,100.0,-13,13.0,1
2023,2023-09-24,NWE,NYJ,1,15,10.0,5,-5.0,0,0.0,85.6,61.9,5.19,2.8,2.8,5.19,1912,1688.0,0,3.0,0,24.0,40,22.0,157,38.0,68,-68.0,119,-119.0,-24,24.0,1
2023,2023-09-24,NYJ,NWE,0,10,15.0,-5,5.0,0,0.0,61.9,85.6,2.8,5.19,5.19,2.8,1688,1912.0,3,0.0,24,0.0,22,40.0,38,157.0,-68,68.0,-119,119.0,24,-24.0,0
