Season,Date,Team1,Team2,Home,Team1Pts,Team2Pts,Team1PtDiff,Team2PtDiff,Team1TM,Team2TM,Team1Rating,Team2Rating,Team1Y/P,Team2Y/P,Team1DY/P,Team2DY/P,Team1ToP,Team2ToP,Team1Sks,Team2Sks,Team1SkYds,Team2SkYds,Team1RushAtt,Team2RushAtt,Team1RushYds,Team2RushYds,Team1PYM,Team2PYM,Team1RYM,Team2RYM,Team1YM,Team2YM,Team1Won
2024,2024-09-12,BUF,MIA,1,31,10.0,21,-21.0,3,-3.0,107.1,56.0,5.49,4.68,4.68,5.49,1421,2179.0,0,2.0,0,13.0,26,34.0,108,139.0,-73,73.0,-31,31.0,-13,13.0,1
2024,2024-09-12,MIA,BUF,0,10,31.0,-21,21.0,-3,3.0,56.0,107.1,4.68,5.49,5.49,4.68,2179,1421.0,2,0.0,13,0.0,34,26.0,139,108.0,73,-73.0,31,-31.0,13,-13.0,0
2024,2024-09-09,NYJ,SFO,1,19,32.0,-13,13.0,-2,2.0,94.5,89.9,5.43,5.73,5.73,5.43,1280,2320.0,1,3.0,5,10.0,19,38.0,68,180.0,-23,23.0,-112,112.0,-5,5.0,0
2024,2024-09-09,SFO,NYJ,0,32,19.0,13,-13.0,2,-2.0,89.9,94.5,5.73,5.43,5.43,5.73,2320,1280.0,3,1.0,10,5.0,38,19.0,180,68.0,23,-23.0,112,-112.0,5,-5.0,1
2024,2024-09-08,ATL,PIT,0,10,18.0,-8,8.0,-3,3.0,59.0,91.9,4.52,4.09,4.09,4.52,1464,2136.0,2,2.0,18,23.0,22,41.0,89,137.0,4,-4.0,-48,48.0,-5,5.0,0
2024,2024-09-08,PIT,ATL,1,18,10.0,8,-8.0,3,-3.0,91.9,59.0,4.09,4.52,4.52,4.09,2136,1464.0,2,2.0,23,18.0,41,22.0,137,89.0,-4,4.0,48,-48.0,5,-5.0,1
2024,2024-09-08,BUF,ARI,0,34,28.0,6,-6.0,0,0.0,137.7,91.1,6.07,4.5,4.5,6.07,1830,1770.0,2,4.0,10,16.0,33,25.0,130,124.0,76,-76.0,6,-6.0,-6,6.0,1
2024,2024-09-08,ARI,BUF,1,28,34.0,-6,6.0,0,0.0,91.1,137.7,4.5,6.07,6.07,4.5,1770,1830.0,4,2.0,16,10.0,25,33.0,124,130.0,-76,76.0,-6,6.0,6,-6.0,0
2024,2024-09-08,CHI,TEN,0,24,17.0,7,-7.0,2,-2.0,55.7,52.5,2.79,4.0,4.0,2.79,1506,2094.0,2,3.0,29,23.0,22,26.0,84,140.0,-40,40.0,-56,56.0,6,-6.0,1
2024,2024-09-08,TEN,CHI,1,17,24.0,-7,7.0,-2,2.0,52.5,55.7,4.0,2.79,2.79,4.0,2094,1506.0,3,2.0,23,29.0,26,22.0,140,84.0,40,-40.0,56,-56.0,-6,6.0,0
2024,2024-09-08,CIN,NWE,0,10,16.0,-6,6.0,-2,2.0,86.0,75.2,4.67,4.53,4.53,4.67,1557,2043.0,3,1.0,10,1.0,16,39.0,70,170.0,34,-34.0,-100,100.0,9,-9.0,0
2024,2024-09-08,NWE,CIN,1,16,10.0,6,-6.0,2,-2.0,75.2,86.0,4.53,4.67,4.67,4.53,2043,1557.0,1,3.0,1,10.0,39,16.0,170,70.0,-34,34.0,100,-100.0,-9,9.0,1
2024,2024-09-08,CLE,DAL,0,17,33.0,-16,16.0,-2,2.0,51.1,85.3,3.29,4.42,4.42,3.29,1854,1746.0,6,3.0,32,16.0,19,25.0,93,102.0,-26,26.0,-9,9.0,16,-16.0,0
2024,2024-09-08,DAL,CLE,1,33,17.0,16,-16.0,2,-2.0,85.3,51.1,4.42,3.29,3.29,4.42,1746,1854.0,3,6.0,16,32.0,25,19.0,102,93.0,26,-26.0,9,-9.0,-16,16.0,1
2024,2024-09-08,IND,HOU,0,27,29.0,-2,2.0,-1,1.0,101.2,115.9,7.05,5.49,5.49,7.05,1200,2400.0,2,4.0,13,30.0,22,40.0,104,213.0,-5,5.0,-109,109.0,-17,17.0,0
2024,2024-09-08,HOU,IND,1,29,27.0,2,-2.0,1,-1.0,115.9,101.2,5.49,7.05,7.05,5.49,2400,1200.0,4,2.0,30,13.0,40,22.0,213,104.0,5,-5.0,109,-109.0,17,-17.0,1
2024,2024-09-08,DET,LAR,0,26,20.0,6,-6.0,0,0.0,85.0,85.2,5.95,5.23,5.23,5.95,1785,2096.0,2,2.0,17,13.0,31,23.0,163,83.0,-104,104.0,80,-80.0,4,-4.0,1
2024,2024-09-08,LAR,DET,1,20,26.0,-6,6.0,0,0.0,85.2,85.0,5.23,5.95,5.95,5.23,2096,1785.0,2,2.0,13,17.0,23,31.0,83,163.0,104,-104.0,-80,80.0,-4,4.0,0
2024,2024-09-08,JAX,MIA,1,17,20.0,-3,3.0,-1,1.0,97.7,101.0,5.34,6.15,6.15,5.34,1610,1990.0,3,3.0,23,19.0,26,25.0,128,81.0,-180,180.0,47,-47.0,4,-4.0,0
2024,2024-09-08,MIA,JAX,0,20,17.0,3,-3.0,1,-1.0,101.0,97.7,6.15,5.34,5.34,6.15,1990,1610.0,3,3.0,19,23.0,25,26.0,81,128.0,180,-180.0,-47,47.0,-4,4.0,1
2024,2024-09-08,CAR,NOR,1,10,47.0,-37,37.0,-2,2.0,31.8,141.0,3.51,6.11,6.11,3.51,1401,2199.0,4,1.0,26,1.0,20,37.0,58,180.0,-64,64.0,-122,122.0,25,-25.0,0
2024,2024-09-08,NOR,CAR,0,47,10.0,37,-37.0,2,-2.0,141.0,31.8,6.11,3.51,3.51,6.11,2199,1401.0,1,4.0,1,26.0,37,20.0,180,58.0,64,-64.0,122,-122.0,-25,25.0,1
2024,2024-09-08,MIN,NYG,1,28,6.0,22,-22.0,0,0.0,113.2,44.3,6.12,3.53,3.53,6.12,1654,1946.0,1,5.0,7,20.0,26,21.0,111,74.0,35,-35.0,37,-37.0,-13,13.0,1
2024,2024-09-08,NYG,MIN,0,6,28.0,-22,22.0,0,0.0,44.3,113.2,3.53,6.12,6.12,3.53,1946,1654.0,5,1.0,20,7.0,21,26.0,74,111.0,-35,35.0,-37,37.0,13,-13.0,0
2024,2024-09-08,LVR,LAC,1,10,22.0,-12,12.0,-3,3.0,95.1,92.5,5.02,5.85,5.85,5.02,1904,1696.0,4,1.0,32,4.0,22,27.0,71,176.0,85,-85.0,-105,105.0,28,-28.0,0
2024,2024-09-08,LAC,LVR,0,22,10.0,12,-12.0,3,-3.0,92.5,95.1,5.85,5.02,5.02,5.85,1696,1904.0,1,4.0,4,32.0,27,22.0,176,71.0,-85,85.0,105,-105.0,-28,28.0,1
2024,2024-09-08,DEN,SEA,1,20,26.0,-6,6.0,-1,1.0,47.5,87.2,3.35,5.07,5.07,3.35,1874,1726.0,2,2.0,6,13.0,25,33.0,99,146.0,-26,26.0,-47,47.0,-7,7.0,0
2024,2024-09-08,SEA,DEN,0,26,20.0,6,-6.0,1,-1.0,87.2,47.5,5.07,3.35,3.35,5.07,1726,1874.0,2,2.0,13,6.0,33,25.0,146,99.0,26,-26.0,47,-47.0,7,-7.0,1
2024,2024-09-08,TAM,WAS,0,37,20.0,17,-17.0,0,0.0,146.4,93.1,6.43,5.34,5.34,6.43,2021,1579.0,1,2.0,9,23.0,30,30.0,112,138.0,119,-119.0,-26,26.0,-14,14.0,1
2024,2024-09-08,WAS,TAM,1,20,37.0,-17,17.0,0,0.0,93.1,146.4,5.34,6.43,6.43,5.34,1579,2021.0,2,1.0,23,9.0,30,30.0,138,112.0,-119,119.0,26,-26.0,14,-14.0,0
2024,2024-09-06,GNB,PHI,1,29,34.0,-5,5.0,2,-2.0,80.7,80.3,7.14,5.54,5.54,7.14,1633,1967.0,2,2.0,9,12.0,21,38.0,163,144.0,-15,15.0,19,-19.0,-3,3.0,0
2024,2024-09-06,PHI,GNB,0,34,29.0,5,-5.0,-2,2.0,80.3,80.7,5.54,7.14,7.14,5.54,1967,1633.0,2,2.0,12,9.0,38,21.0,144,163.0,15,-15.0,-19,19.0,3,-3.0,1
2024,2024-09-05,KAN,BAL,0,27,20.0,7,-7.0,0,0.0,101.9,90.8,7.06,6.11,6.11,7.06,1577,2023.0,2,1.0,10,6.0,20,32.0,72,185.0,14,-14.0,-113,113.0,4,-4.0,1
2024,2024-09-05,BAL,KAN,1,20,27.0,-7,7.0,0,0.0,90.8,101.9,6.11,7.06,7.06,6.11,2023,1577.0,1,2.0,6,10.0,32,20.0,185,72.0,-14,14.0,113,-113.0,-4,4.0,0
2023,2024-01-07,CAR,TAM,0,0,9.0,-9,9.0,-2,2.0,74.8,72.0,3.98,3.56,3.56,3.98,1716,1884.0,3,3.0,26,22.0,29,29.0,131,113.0,-47,47.0,18,-18.0,4,-4.0,0
2023,2024-01-07,TAM,CAR,1,9,0.0,9,-9.0,2,-2.0,72.0,74.8,3.56,3.98,3.98,3.56,1884,1716.0,3,3.0,22,26.0,29,29.0,113,131.0,47,-47.0,-18,18.0,-4,4.0,1
2023,2024-01-07,CIN,CLE,0,31,14.0,17,-17.0,1,-1.0,111.6,63.9,5.38,4.6,4.6,5.38,2146,1454.0,3,3.0,31,26.0,30,24.0,183,104.0,5,-5.0,79,-79.0,5,-5.0,1
2023,2024-01-07,CLE,CIN,1,14,31.0,-17,17.0,-1,1.0,63.9,111.6,4.6,5.38,5.38,4.6,1454,2146.0,3,3.0,26,31.0,24,30.0,104,183.0,-5,5.0,-79,79.0,-5,5.0,0
2023,2024-01-07,ARI,SEA,0,20,21.0,-1,1.0,0,0.0,110.7,101.6,6.75,6.17,6.17,6.75,2163,1437.0,1,0.0,2,0.0,38,25.0,206,138.0,71,-71.0,68,-68.0,2,-2.0,0
2023,2024-01-07,SEA,ARI,1,21,20.0,1,-1.0,0,0.0,101.6,110.7,6.17,6.75,6.75,6.17,1437,2163.0,0,1.0,0,2.0,25,38.0,138,206.0,-71,71.0,-68,68.0,-2,2.0,1
2023,2024-01-07,DET,MIN,0,30,20.0,10,-10.0,2,-2.0,124.5,92.6,6.8,6.4,6.4,6.8,1501,2099.0,1,4.0,9,37.0,23,22.0,70,89.0,-48,48.0,-19,19.0,-28,28.0,1
2023,2024-01-07,MIN,DET,1,20,30.0,-10,10.0,-2,2.0,92.6,124.5,6.4,6.8,6.8,6.4,2099,1501.0,4,1.0,37,9.0,22,23.0,89,70.0,48,-48.0,19,-19.0,28,-28.0,0
2023,2024-01-07,CHI,GNB,1,9,17.0,-8,8.0,1,-1.0,97.9,128.6,4.17,7.2,7.2,4.17,1716,1884.0,5,1.0,31,8.0,25,27.0,75,124.0,-191,191.0,-49,49.0,23,-23.0,0
2023,2024-01-07,GNB,CHI,0,17,9.0,8,-8.0,-1,1.0,128.6,97.9,7.2,4.17,4.17,7.2,1884,1716.0,1,5.0,8,31.0,27,25.0,124,75.0,191,-191.0,49,-49.0,-23,23.0,1
2023,2024-01-07,BUF,MIA,1,21,14.0,7,-7.0,-1,1.0,101.6,62.7,6.14,5.73,5.73,6.14,2287,1313.0,3,1.0,14,6.0,36,20.0,128,108.0,178,-178.0,20,-20.0,8,-8.0,1
2023,2024-01-07,MIA,BUF,0,14,21.0,-7,7.0,1,-1.0,62.7,101.6,5.73,6.14,6.14,5.73,1313,2287.0,1,3.0,6,14.0,20,36.0,108,128.0,-178,178.0,-20,20.0,-8,8.0,0
2023,2024-01-07,ATL,NOR,1,17,48.0,-31,31.0,-3,3.0,97.4,145.5,6.48,6.06,6.06,6.48,1570,2030.0,1,3.0,7,18.0,25,35.0,78,154.0,65,-65.0,-76,76.0,-11,11.0,0
2023,2024-01-07,NOR,ATL,0,48,17.0,31,-31.0,3,-3.0,145.5,97.4,6.06,6.48,6.48,6.06,2030,1570.0,3,1.0,18,7.0,35,25.0,154,78.0,-65,65.0,76,-76.0,11,-11.0,1
2023,2024-01-07,NWE,NYJ,0,3,17.0,-14,14.0,-1,1.0,20.1,50.0,2.05,4.03,4.03,2.05,1578,2022.0,7,1.0,57,1.0,21,42.0,88,185.0,-38,38.0,-97,97.0,56,-56.0,0
2023,2024-01-07,NYJ,NWE,1,17,3.0,14,-14.0,1,-1.0,50.0,20.1,4.03,2.05,2.05,4.03,2022,1578.0,1,7.0,1,57.0,42,21.0,185,88.0,38,-38.0,97,-97.0,-56,56.0,1
2023,2024-01-07,NYG,PHI,0,27,10.0,17,-17.0,3,-3.0,99.0,58.0,6.29,4.6,4.6,6.29,1977,1623.0,2,5.0,5,37.0,30,24.0,109,133.0,140,-140.0,-24,24.0,-32,32.0,1
2023,2024-01-07,PHI,NYG,1,10,27.0,-17,17.0,-3,3.0,58.0,99.0,4.6,6.29,6.29,4.6,1623,1977.0,5,2.0,37,5.0,24,30.0,133,109.0,-140,140.0,24,-24.0,32,-32.0,0
2023,2024-01-07,JAX,TEN,1,20,28.0,-8,8.0,-1,1.0,81.5,89.7,5.48,5.95,5.95,5.48,1937,1663.0,0,2.0,0,16.0,23,26.0,82,175.0,128,-128.0,-93,93.0,-16,16.0,0
2023,2024-01-07,TEN,JAX,0,28,20.0,8,-8.0,1,-1.0,89.7,81.5,5.95,5.48,5.48,5.95,1663,1937.0,2,0.0,16,0.0,26,23.0,175,82.0,-128,128.0,93,-93.0,16,-16.0,1
2023,2024-01-07,DEN,LVR,1,14,27.0,-13,13.0,-1,1.0,82.0,106.8,4.85,5.44,5.44,4.85,1764,1836.0,5,3.0,34,14.0,20,31.0,48,129.0,8,-8.0,-81,81.0,20,-20.0,0
2023,2024-01-07,LVR,DEN,0,27,14.0,13,-13.0,1,-1.0,106.8,82.0,5.44,4.85,4.85,5.44,1836,1764.0,3,5.0,14,34.0,31,20.0,129,48.0,-8,8.0,81,-81.0,-20,20.0,1
2023,2024-01-07,KAN,LAC,1,13,12.0,1,-1.0,0,0.0,51.3,74.6,4.54,4.41,4.41,4.54,1625,1975.0,1,3.0,9,23.0,28,30.0,123,118.0,-90,90.0,5,-5.0,-14,14.0,1
2023,2024-01-07,LAC,KAN,0,12,13.0,-1,1.0,0,0.0,74.6,51.3,4.41,4.54,4.54,4.41,1975,1625.0,3,1.0,23,9.0,30,28.0,118,123.0,90,-90.0,-5,5.0,14,-14.0,0
2023,2024-01-07,LAR,SFO,1,21,20.0,1,-1.0,0,0.0,99.8,96.5,4.16,5.17,5.17,4.16,1860,1740.0,2,3.0,14,14.0,36,29.0,109,125.0,-26,26.0,-16,16.0,0,0.0,1
2023,2024-01-07,SFO,LAR,0,20,21.0,-1,1.0,0,0.0,96.5,99.8,5.17,4.16,4.16,5.17,1740,1860.0,3,2.0,14,14.0,29,36.0,125,109.0,26,-26.0,16,-16.0,0,0.0,0
2023,2024-01-07,DAL,WAS,1,38,10.0,28,-28.0,2,-2.0,121.8,67.1,6.38,3.67,3.67,6.38,2035,1565.0,0,4.0,0,27.0,29,17.0,131,50.0,179,-179.0,81,-81.0,-27,27.0,1
2023,2024-01-07,WAS,DAL,0,10,38.0,-28,28.0,-2,2.0,67.1,121.8,3.67,6.38,6.38,3.67,1565,2035.0,4,0.0,27,0.0,17,29.0,50,131.0,-179,179.0,-81,81.0,27,-27.0,0
2023,2024-01-06,IND,HOU,0,19,23.0,-4,4.0,-1,1.0,71.7,134.1,5.81,5.46,5.46,5.81,1842,1758.0,1,2.0,8,18.0,37,28.0,227,60.0,-113,113.0,167,-167.0,-10,10.0,0
2023,2024-01-06,HOU,IND,1,23,19.0,4,-4.0,1,-1.0,134.1,71.7,5.46,5.81,5.81,5.46,1758,1842.0,2,1.0,18,8.0,28,37.0,60,227.0,113,-113.0,-167,167.0,10,-10.0,1
2023,2024-01-06,PIT,BAL,1,17,10.0,7,-7.0,0,0.0,115.0,80.4,4.66,3.93,3.93,4.66,2094,1506.0,3,4.0,18,28.0,39,25.0,155,106.0,16,-16.0,49,-49.0,-10,10.0,1
2023,2024-01-06,BAL,PIT,0,10,17.0,-7,7.0,0,0.0,80.4,115.0,3.93,4.66,4.66,3.93,1506,2094.0,4,3.0,28,18.0,25,39.0,106,155.0,-16,16.0,-49,49.0,10,-10.0,0
2023,2023-12-31,BUF,NWE,0,27,21.0,6,-6.0,3,-3.0,53.3,47.3,4.13,5.55,5.55,4.13,1972,1628.0,1,3.0,15,18.0,37,24.0,127,103.0,-37,37.0,24,-24.0,-3,3.0,1
2023,2023-12-31,NWE,BUF,1,21,27.0,-6,6.0,-3,3.0,47.3,53.3,5.55,4.13,4.13,5.55,1628,1972.0,3,1.0,18,15.0,24,37.0,103,127.0,37,-37.0,-24,24.0,3,-3.0,0
2023,2023-12-31,ATL,CHI,1,17,37.0,-20,20.0,-4,4.0,28.2,99.5,5.2,6.0,6.0,5.2,1366,2234.0,2,3.0,7,28.0,24,37.0,134,192.0,-67,67.0,-58,58.0,-21,21.0,0
2023,2023-12-31,CHI,ATL,0,37,17.0,20,-20.0,4,-4.0,99.5,28.2,6.0,5.2,5.2,6.0,2234,1366.0,3,2.0,28,7.0,37,24.0,192,134.0,67,-67.0,58,-58.0,21,-21.0,1
2023,2023-12-31,IND,LVR,0,23,20.0,3,-3.0,0,0.0,111.5,96.0,6.58,5.0,5.0,6.58,1576,2024.0,1,2.0,9,13.0,29,25.0,134,84.0,-71,71.0,50,-50.0,-4,4.0,1
2023,2023-12-31,LVR,IND,1,20,23.0,-3,3.0,0,0.0,96.0,111.5,5.0,6.58,6.58,5.0,2024,1576.0,2,1.0,13,9.0,25,29.0,84,134.0,71,-71.0,-50,50.0,4,-4.0,0
2023,2023-12-31,DEN,LAC,0,16,9.0,7,-7.0,1,-1.0,93.7,78.8,4.67,4.78,4.78,4.67,2026,1574.0,2,1.0,12,5.0,33,24.0,101,86.0,-3,3.0,15,-15.0,7,-7.0,1
2023,2023-12-31,LAC,DEN,1,9,16.0,-7,7.0,-1,1.0,78.8,93.7,4.78,4.67,4.67,4.78,1574,2026.0,1,2.0,5,12.0,24,33.0,86,101.0,3,-3.0,-15,15.0,-7,7.0,0
2023,2023-12-31,HOU,TEN,0,26,3.0,23,-23.0,1,-1.0,102.7,89.3,5.11,3.53,3.53,5.11,1991,1609.0,1,6.0,12,50.0,28,21.0,111,53.0,67,-67.0,58,-58.0,-38,38.0,1
2023,2023-12-31,TEN,HOU,1,3,26.0,-23,23.0,-1,1.0,89.3,102.7,3.53,5.11,5.11,3.53,1609,1991.0,6,1.0,50,12.0,21,28.0,53,111.0,-67,67.0,-58,58.0,38,-38.0,0
2023,2023-12-31,CAR,JAX,1,0,26.0,-26,26.0,-1,1.0,53.1,92.0,2.34,5.11,5.11,2.34,1591,2009.0,6,3.0,45,16.0,15,35.0,57,155.0,-95,95.0,-98,98.0,29,-29.0,0
2023,2023-12-31,JAX,CAR,0,26,0.0,26,-26.0,1,-1.0,92.0,53.1,5.11,2.34,2.34,5.11,2009,1591.0,3,6.0,16,45.0,35,15.0,155,57.0,95,-95.0,98,-98.0,-29,29.0,1
2023,2023-12-31,CIN,KAN,1,17,25.0,-8,8.0,1,-1.0,85.0,109.1,3.7,7.04,7.04,3.7,2057,1543.0,6,2.0,38,4.0,32,22.0,104,132.0,-82,82.0,-28,28.0,34,-34.0,0
2023,2023-12-31,KAN,CIN,0,25,17.0,8,-8.0,-1,1.0,109.1,85.0,7.04,3.7,3.7,7.04,1543,2057.0,2,6.0,4,38.0,22,32.0,132,104.0,82,-82.0,28,-28.0,-34,34.0,1
2023,2023-12-31,GNB,MIN,1,33,10.0,23,-23.0,1,-1.0,128.7,69.8,6.44,4.06,4.06,6.44,2252,1348.0,0,4.0,0,36.0,39,16.0,177,67.0,149,-149.0,110,-110.0,-36,36.0,1
2023,2023-12-31,MIN,GNB,0,10,33.0,-23,23.0,-1,1.0,69.8,128.7,4.06,6.44,6.44,4.06,1348,2252.0,4,0.0,36,0.0,16,39.0,67,177.0,-149,149.0,-110,110.0,36,-36.0,0
2023,2023-12-31,NYG,LAR,0,25,26.0,-1,1.0,2,-2.0,87.3,85.0,5.81,6.41,6.41,5.81,1789,1811.0,6,4.0,35,31.0,20,23.0,105,105.0,-2,2.0,0,0.0,4,-4.0,0
2023,2023-12-31,LAR,NYG,1,26,25.0,1,-1.0,-2,2.0,85.0,87.3,6.41,5.81,5.81,6.41,1811,1789.0,4,6.0,31,35.0,23,20.0,105,105.0,2,-2.0,0,0.0,-4,4.0,1
2023,2023-12-31,ARI,PHI,1,35,31.0,4,-4.0,0,0.0,116.7,120.8,6.24,5.85,5.85,6.24,2379,1221.0,1,0.0,4,0.0,40,23.0,221,91.0,44,-44.0,130,-130.0,4,-4.0,1
2023,2023-12-31,PHI,ARI,0,31,35.0,-4,4.0,0,0.0,120.8,116.7,5.85,6.24,6.24,5.85,1221,2379.0,0,1.0,0,4.0,23,40.0,91,221.0,-44,44.0,-130,130.0,-4,4.0,0
2023,2023-12-31,MIA,BAL,1,19,56.0,-37,37.0,-2,2.0,71.9,158.3,5.68,8.93,8.93,5.68,1777,1823.0,3,1.0,16,9.0,25,32.0,154,160.0,-110,110.0,-6,6.0,7,-7.0,0
2023,2023-12-31,BAL,MIA,0,56,19.0,37,-37.0,2,-2.0,158.3,71.9,8.93,5.68,5.68,8.93,1823,1777.0,1,3.0,9,16.0,32,25.0,160,154.0,110,-110.0,6,-6.0,-7,7.0,1
2023,2023-12-31,PIT,SEA,1,30,23.0,7,-7.0,1,-1.0,112.2,106.9,6.59,7.53,7.53,6.59,2253,1347.0,1,1.0,8,9.0,46,15.0,202,88.0,-15,15.0,114,-114.0,-1,1.0,1
2023,2023-12-31,SEA,PIT,0,23,30.0,-7,7.0,-1,1.0,106.9,112.2,7.53,6.59,6.59,7.53,1347,2253.0,1,1.0,9,8.0,15,46.0,88,202.0,15,-15.0,-114,114.0,1,-1.0,0
2023,2023-12-31,NOR,TAM,1,23,13.0,10,-10.0,4,-4.0,108.5,91.6,4.43,6.98,6.98,4.43,2198,1402.0,1,2.0,6,17.0,35,15.0,108,57.0,-90,90.0,51,-51.0,-11,11.0,1
2023,2023-12-31,TAM,NOR,0,13,23.0,-10,10.0,-4,4.0,91.6,108.5,6.98,4.43,4.43,6.98,1402,2198.0,2,1.0,17,6.0,15,35.0,57,108.0,90,-90.0,-51,51.0,11,-11.0,0
2023,2023-12-31,SFO,WAS,1,27,10.0,17,-17.0,2,-2.0,124.7,60.0,6.0,5.23,5.23,6.0,2293,1307.0,1,1.0,6,6.0,39,14.0,184,62.0,61,-61.0,122,-122.0,0,0.0,1
2023,2023-12-31,WAS,SFO,0,10,27.0,-17,17.0,-2,2.0,60.0,124.7,5.23,6.0,6.0,5.23,1307,2293.0,1,1.0,6,6.0,14,39.0,62,184.0,-61,61.0,-122,122.0,0,0.0,0
2023,2023-12-30,DAL,DET,0,20,19.0,1,-1.0,0,0.0,103.5,71.4,6.19,6.27,6.27,6.19,1764,1836.0,3,1.0,22,7.0,21,31.0,61,125.0,28,-28.0,-64,64.0,15,-15.0,1
2023,2023-12-30,DET,DAL,1,19,20.0,-1,1.0,0,0.0,71.4,103.5,6.27,6.19,6.19,6.27,1836,1764.0,1,3.0,7,22.0,31,21.0,125,61.0,-28,28.0,64,-64.0,-15,15.0,0
2023,2023-12-28,CLE,NYJ,0,37,20.0,17,-17.0,-1,1.0,121.2,83.7,7.38,5.29,5.29,7.38,1689,1911.0,1,2.0,8,8.0,28,21.0,127,107.0,48,-48.0,20,-20.0,0,0.0,1
2023,2023-12-28,NYJ,CLE,1,20,37.0,-17,17.0,1,-1.0,83.7,121.2,5.29,7.38,7.38,5.29,1911,1689.0,2,1.0,8,8.0,21,28.0,107,127.0,-48,48.0,-20,20.0,0,0.0,0
2023,2023-12-25,KAN,LVR,0,14,20.0,-6,6.0,-2,2.0,74.9,50.3,4.16,3.94,3.94,4.16,2058,1542.0,4,2.0,23,14.0,25,29.0,85,157.0,175,-175.0,-72,72.0,9,-9.0,0
2023,2023-12-25,LVR,KAN,1,20,14.0,6,-6.0,2,-2.0,50.3,74.9,3.94,4.16,4.16,3.94,1542,2058.0,2,4.0,14,23.0,29,25.0,157,85.0,-175,175.0,72,-72.0,-9,9.0,1
2023,2023-12-25,NYG,PHI,1,25,33.0,-8,8.0,1,-1.0,65.6,85.5,4.95,6.28,6.28,4.95,1522,2078.0,1,1.0,2,6.0,26,35.0,106,170.0,-109,109.0,-64,64.0,-4,4.0,0
2023,2023-12-25,PHI,NYG,0,33,25.0,8,-8.0,-1,1.0,85.5,65.6,6.28,4.95,4.95,6.28,2078,1522.0,1,1.0,6,2.0,35,26.0,170,106.0,109,-109.0,64,-64.0,4,-4.0,1
2023,2023-12-25,BAL,SFO,1,33,19.0,14,-14.0,5,-5.0,105.9,47.3,5.44,6.31,6.31,5.44,1874,1726.0,2,4.0,11,28.0,26,18.0,102,121.0,-67,67.0,-19,19.0,-17,17.0,1
2023,2023-12-25,SFO,BAL,0,19,33.0,-14,14.0,-5,5.0,47.3,105.9,6.31,5.44,5.44,6.31,1726,1874.0,4,2.0,28,11.0,18,26.0,121,102.0,67,-67.0,19,-19.0,17,-17.0,0
2023,2023-12-24,ATL,IND,0,29,10.0,19,-19.0,1,-1.0,99.2,58.5,6.34,3.85,3.85,6.34,1764,1836.0,1,6.0,0,31.0,30,25.0,177,92.0,59,-59.0,85,-85.0,-31,31.0,1
2023,2023-12-24,IND,ATL,1,10,29.0,-19,19.0,-1,1.0,58.5,99.2,3.85,6.34,6.34,3.85,1836,1764.0,6,1.0,31,0.0,25,30.0,92,177.0,-59,59.0,-85,85.0,31,-31.0,0
2023,2023-12-24,CAR,GNB,0,30,33.0,-3,3.0,0,0.0,110.0,109.1,6.25,5.86,5.86,6.25,1881,1719.0,2,1.0,14,12.0,25,34.0,96,162.0,91,-91.0,-66,66.0,2,-2.0,0
2023,2023-12-24,GNB,CAR,1,33,30.0,3,-3.0,0,0.0,109.1,110.0,5.86,6.25,6.25,5.86,1719,1881.0,1,2.0,12,14.0,34,25.0,162,96.0,-91,91.0,66,-66.0,-2,2.0,1
2023,2023-12-24,CHI,ARI,0,27,16.0,11,-11.0,-1,1.0,71.5,97.5,6.27,5.1,5.1,6.27,2072,1528.0,1,2.0,0,17.0,39,20.0,250,93.0,-43,43.0,157,-157.0,-17,17.0,1
2023,2023-12-24,ARI,CHI,1,16,27.0,-11,11.0,1,-1.0,97.5,71.5,5.1,6.27,6.27,5.1,1528,2072.0,2,1.0,17,0.0,20,39.0,93,250.0,43,-43.0,-157,157.0,17,-17.0,0
2023,2023-12-24,DEN,NWE,0,23,26.0,-3,3.0,-1,1.0,103.2,117.7,4.25,5.16,5.16,4.25,1878,1722.0,5,2.0,45,26.0,23,21.0,83,59.0,-37,37.0,24,-24.0,19,-19.0,0
2023,2023-12-24,NWE,DEN,1,26,23.0,3,-3.0,1,-1.0,117.7,103.2,5.16,4.25,4.25,5.16,1722,1878.0,2,5.0,26,45.0,21,23.0,59,83.0,37,-37.0,-24,24.0,-19,19.0,1
2023,2023-12-24,CLE,HOU,1,36,22.0,14,-14.0,0,0.0,94.3,60.8,5.57,3.68,3.68,5.57,2014,1586.0,1,3.0,10,33.0,30,16.0,54,72.0,186,-186.0,-18,18.0,-23,23.0,1
2023,2023-12-24,HOU,CLE,0,22,36.0,-14,14.0,0,0.0,60.8,94.3,3.68,5.57,5.57,3.68,1586,2014.0,3,1.0,33,10.0,16,30.0,72,54.0,-186,186.0,18,-18.0,23,-23.0,0
2023,2023-12-24,DAL,MIA,1,20,22.0,-2,2.0,-1,1.0,107.9,98.1,5.56,5.86,5.86,5.56,1862,1738.0,4,1.0,11,9.0,25,26.0,97,91.0,-42,42.0,6,-6.0,2,-2.0,0
2023,2023-12-24,MIA,DAL,0,22,20.0,2,-2.0,1,-1.0,98.1,107.9,5.86,5.56,5.56,5.86,1738,1862.0,1,4.0,9,11.0,26,25.0,91,97.0,42,-42.0,-6,6.0,-2,2.0,1
