Home,Team_Rate,Opp_Rate,Pts_per_Ply,TO_Margin,Net_YPP,Pts,PtsO,Pass_YPA,Rush_YPA,ToP_Diff,Outcome,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GNB,Team_HOU,Team_IND,Team_JAX,Team_KAN,Team_LAC,Team_LAR,Team_LVR,Team_MIA,Team_MIN,Team_NOR,Team_NWE,Team_NYG,Team_NYJ,Team_PHI,Team_PIT,Team_SEA,Team_SFO,Team_TAM,Team_TEN,Team_WAS
0,118.4,75.3,0.48484848484848486,0,0.7800000000000002,32,27,0.6799997280001088,2.243901891731246,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,101.0,114.9,0.3698630136986301,0,-1.5,27,30,-0.16666663194445167,-1.8399992640002945,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,76.7,106.4,0.2127659574468085,0,0.28000000000000025,10,38,1.4137926159335807,-6.944440586421897,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,78.7,111.6,0.5,0,-0.7800000000000002,27,32,-0.5151513590450426,-4.380950294785574,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,128.9,68.2,0.5151515151515151,0,1.3800000000000008,34,15,3.124999218750195,-0.8076919970415396,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,112.7,76.0,0.2835820895522388,0,-0.040000000000000036,19,24,0.9999996551725328,0.9210523891967396,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,76.0,109.6,0.43636363636363634,0,0.040000000000000036,24,19,-1.0740736762690088,-1.249999553571588,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,77.7,73.8,0.5666666666666667,0,1.6099999999999994,34,10,-2.1764699480970737,2.961537322485645,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,76.3,76.8,0.12658227848101267,0,-1.6099999999999994,10,34,1.3214283354592258,-3.347824631380595,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,93.4,125.8,0.3064516129032258,0,-0.22999999999999954,19,34,-0.06976742563548241,-1.1578941274241434,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,145.0,66.1,0.6333333333333333,0,2.63,38,6,3.606059513315299,2.037036282579155,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,82.4,83.3,0.3389830508474576,0,0.040000000000000036,20,17,1.5312495214845243,-1.3703698628259768,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,107.0,80.2,0.34328358208955223,0,-0.5999999999999996,23,13,-0.7812497558594512,1.3999996000001143,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,84.7,105.7,0.23636363636363636,0,0.5999999999999996,13,23,0.8064513527576281,-2.0416658159725767,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,158.3,55.1,0.6842105263157895,0,4.87,52,6,9.69696675849492,3.604650324499924,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,142.7,97.9,0.5490196078431373,0,2.5700000000000003,28,22,1.4074068861455977,-0.7499996875001302,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,100.6,142.7,0.3055555555555556,0,-2.5700000000000003,22,28,-0.9743587245234039,0.5454543801653393,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,56.4,158.3,0.1276595744680851,0,-4.87,6,52,-11.034478953627946,-8.611106327163151,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,114.7,102.2,0.5192307692307693,0,-0.08999999999999986,27,28,-2.7241369916768994,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,67.5,65.8,0.24324324324324326,0,-2.0,18,16,-0.6666664814815328,-0.05263156509695655,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,68.9,143.5,0.10714285714285714,0,-2.63,6,38,-3.83870843912631,-2.199999120000352,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,94.3,97.2,0.5396825396825397,0,1.1100000000000003,34,27,-1.7222217438272933,1.6666660493829446,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,104.5,111.1,0.2,0,-1.83,14,35,2.510637763694093,-6.4347798109653,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90.0,83.5,0.40384615384615385,0,-0.16999999999999993,21,30,-2.454544710744027,-1.3684203324103514,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,95.0,113.0,0.27941176470588236,0,-2.76,19,20,-1.548386597294646,1.9729724397371782,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,106.5,111.6,0.417910447761194,0,0.08999999999999986,28,27,2.6333324555558484,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,127.8,92.0,0.53125,0,0.22999999999999954,34,19,0.0833333101851916,0.7857140051021411,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,85.3,79.0,0.2982456140350877,0,-0.040000000000000036,17,20,-1.7499993750002232,1.2758616290132314,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,113.0,92.4,0.46511627906976744,0,2.76,20,19,2.823527750866029,-2.807691227811066,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,83.5,88.1,0.4225352112676056,0,0.16999999999999993,30,21,2.0249994937501263,0.8387094068679333,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,112.1,102.9,0.603448275862069,0,1.83,35,14,-4.0689641141503055,5.103446516052926,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,66.1,64.7,0.2962962962962963,0,2.0,16,18,0.7272725068871191,0.09523804988664292,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,98.4,92.4,0.34615384615384615,0,-1.1100000000000003,27,34,1.2399997520000494,-1.6071422831634703,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,81.6,86.3,0.2857142857142857,0,-2.01,18,26,-1.0937496582032318,-4.354837304891192,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,88.5,79.0,0.37142857142857144,0,2.01,26,18,1.249999553571588,3.214284948979774,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,77.5,84.1,0.22058823529411764,0,0.3199999999999994,15,23,1.8695648109641714,0.13636357438019348,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,89.4,74.3,0.4339622641509434,0,-0.3199999999999994,23,15,-3.071427474490188,-0.1199999520000192,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,126.9,73.0,0.38461538461538464,0,0.6099999999999994,20,17,-0.7199997120001153,-3.1481469821677845,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,48.2,33.7,0.14634146341463414,0,1.5700000000000003,12,7,3.842104252077828,2.5681812345042645,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,82.0,117.6,0.3448275862068966,0,-3.0599999999999996,20,23,-8.034479988110348,1.2068961355530567,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,79.4,59.0,0.3114754098360656,0,2.9699999999999998,19,3,4.5999981600007365,1.972221674382868,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,123.1,124.1,0.47368421052631576,0,-0.25,27,17,0.3888886728396262,0.33333324786326973,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,59.7,59.2,0.41935483870967744,0,1.7399999999999998,26,23,1.5999994666668444,1.5312495214845243,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,50.5,85.1,0.2328767123287671,0,-0.6000000000000005,17,20,1.5405401241783447,-0.5833331712963412,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,92.0,110.7,0.24615384615384617,0,-0.11000000000000032,16,14,1.4523806065760458,-0.9130430812856168,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,127.4,123.1,0.3333333333333333,0,0.25,17,27,-0.30434769376187226,-0.464285548469447,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,79.7,60.6,0.32786885245901637,0,-0.009999999999999787,20,30,-1.1428568163266237,-0.5384613313610264,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,64.2,59.7,0.35384615384615387,0,-1.7399999999999998,23,26,-1.4545450137742382,-1.5312495214845243,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,86.4,48.8,0.3448275862068966,0,0.6000000000000005,20,17,-2.279999088000365,0.6363634435262292,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,109.5,49.1,0.5230769230769231,0,2.7399999999999998,34,6,5.090906776860556,2.093022769064472,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,75.1,126.9,0.2328767123287671,0,-0.6099999999999994,17,20,0.47368408587260896,2.4285707346940755,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,119.3,80.4,0.3770491803278688,0,3.0599999999999996,23,20,6.472220424383215,-1.399999440000224,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,60.6,75.9,0.42857142857142855,0,0.009999999999999787,30,20,1.081080788897084,0.4242422956841528,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,72.4,125.5,0.10909090909090909,0,-3.3600000000000003,6,31,-3.7428560734696927,-3.39999830000085,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,90.4,66.1,0.37333333333333335,0,0.0600000000000005,28,27,-0.3448274673008733,1.7391300567108572,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,68.5,87.1,0.4576271186440678,0,-0.0600000000000005,27,28,0.2941175605536586,-3.199998720000512,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,63.2,79.4,0.05084745762711865,0,-2.9699999999999998,3,19,-3.8333320555559816,-2.4482750178362007,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,49.1,100.8,0.10714285714285714,0,-2.7399999999999998,6,34,-3.8620676337697817,-3.333332098765889,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,38.3,47.4,0.16279069767441862,0,-1.5700000000000003,7,12,-6.636360619836082,-5.380949818595324,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,115.3,89.7,0.2545454545454545,0,0.11000000000000032,14,16,-2.0333326555557814,0.8399996640001344,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,126.7,69.7,0.543859649122807,0,3.3600000000000003,31,6,5.458331059028725,2.0606054361801704,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,141.4,107.8,0.603448275862069,0,0.4400000000000004,35,34,-3.9696957667588584,1.99999920000032,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,108.3,141.4,0.4533333333333333,0,-0.4400000000000004,34,35,2.3392852965561968,-2.6315775623275988,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,116.8,110.8,0.3614457831325301,0,-0.8300000000000001,30,24,1.6136359969009098,0.7435895529257556,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,112.3,113.8,0.46153846153846156,0,0.8300000000000001,24,30,-2.290321841831664,-1.3809517233563222,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,124.9,95.1,0.45,0,0.71,27,30,-0.2499999107143176,1.7187494628907927,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,50.5,120.3,0.13157894736842105,0,-2.2700000000000005,10,27,-0.7173911483932286,-0.5666664777778407,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,125.8,48.6,0.48214285714285715,0,2.2700000000000005,27,10,1.2222217695474928,0.5862066944114847,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,88.3,64.3,0.5087719298245614,0,2.6999999999999997,29,9,-1.7499991250004376,3.8918908400295025,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,128.8,117.8,0.45,0,0.4399999999999995,27,22,2.1363626652896976,-0.39473673822717414,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,132.3,39.0,0.3835616438356164,0,1.9000000000000004,28,23,2.2916657118059534,3.6122441607664975,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,115.5,85.0,0.5774647887323944,0,1.5699999999999998,41,24,2.2051276397108612,2.1874993164064636,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,83.3,85.0,0.38235294117647056,0,-0.35000000000000053,26,20,-0.43181808367770824,-1.6249993229169488,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,69.7,107.8,0.22580645161290322,0,1.88,14,24,3.4871785930311296,0.6086953875237445,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,68.9,84.8,0.12857142857142856,0,-2.6999999999999997,9,29,0.8536583283760174,-4.965515529132576,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,63.7,105.0,0.2653061224489796,0,-1.2199999999999998,13,21,-4.555553868313382,-2.9545441115708586,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,77.6,89.3,0.46,0,-0.8499999999999996,23,22,-2.4615375147932634,-4.874997968750846,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90.2,114.6,0.4067796610169492,0,-1.5699999999999998,24,41,-2.60605981634551,-2.692306656805132,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,158.3,72.8,0.7592592592592593,0,2.6399999999999997,41,10,3.789471689751742,0.14285710204082797,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,144.8,87.2,0.48214285714285715,0,0.4299999999999997,27,21,-1.2916661284724464,-1.1562496386719878,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,109.3,69.7,0.43636363636363634,0,-1.88,24,14,-6.181815371902104,-0.4242422956841528,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
